MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
Renfrew T,McDonald,John,Local Councillor,1586,11025,Elected,No,No,No
Renfrew T,McWhirter,Clint,Local Councillor,1615,11025,Elected,No,No,No
Richmond Hill C,West,David,Mayor,28318,40349,Elected,Yes,Yes,No
Richmond Hill C,Liu,Castro,Local Councillor,5299,6240,Elected,Yes,Yes,No
Richmond Hill C,Cilevitz,Karen,Local Councillor,1525,6534,Elected,Yes,Yes,No
Richmond Hill C,Davidson,Carol,Local Councillor,3201,6977,Elected,No,No,No
Richmond Hill C,Thompson,Scott,Local Councillor,2028,5151,Elected,No,No,No
Richmond Hill C,Cui,Simon,Local Councillor,2498,7725,Elected,No,No,No
Richmond Hill C,Shiu,Michael,Local Councillor,1893,6845,Elected,No,No,No
Richmond Hill C,Chan,Godwin,Local and Regional Councillor,25392,65772,Elected,Yes,No,No
Richmond Hill C,DiPaola,Joe,Local and Regional Councillor,18334,65772,Elected,Yes,Yes,No
Rideau Lakes Tp,Hoogenboom,Arie,Mayor,2995,,Elected,Yes,Yes,No
Rideau Lakes Tp,Banks,Jeff,Local Councillor,,,Acclaimed,Yes,Yes,No
Rideau Lakes Tp,Delaney,Joan,Local Councillor,384,,Elected,Yes,Yes,No
Rideau Lakes Tp,Livingston,Cathy,Local Councillor,608,,Elected,Yes,Yes,No
Rideau Lakes Tp,Maxwell,Marcia,Local Councillor,,,Acclaimed,Yes,Yes,No
Rideau Lakes Tp,Pollard,Ron,Local Councillor,492,,Elected,Yes,Yes,No
Rideau Lakes Tp,Dunfield,Sue,Local Councillor,736,,Elected,No,No,No
Rideau Lakes Tp,Carr,Linda,Local Councillor,416,,Elected,No,No,No
Rideau Lakes Tp,Hutchings,Deborah Anne,Local Councillor,493,,Elected,No,No,No
Russell Tp,Leroux,Pierre,Mayor,,,Acclaimed,Yes,Yes,No
Russell Tp,Laurin,Jamie,Local Councillor,2796,15672,Elected,Yes,Yes,No
Russell Tp,Tarnowski,Mike,Local Councillor,2780,15672,Elected,Yes,Yes,No
Russell Tp,Deacon,Lisa,Local Councillor,3096,15672,Elected,No,No,No
Russell Tp,Lalonde,Marc,Local Councillor,2597,15672,Elected,No,No,No
Ryerson Tp,Sterling,George,Mayor,100,476,Elected,Yes,Yes,No
Ryerson Tp,Patterson,Delynne,Local Councillor,301,1549,Elected,Yes,Yes,No
Ryerson Tp,Miller,Glenn,Local Councillor,248,1549,Elected,No,No,No
Ryerson Tp,Abbott,Beverly,Local Councillor,244,1549,Elected,No,No,No
Ryerson Tp,Robertson,Dan,Local Councillor,224,1549,Elected,No,No,No
Sables-Spanish Rivers Tp,Burke,Kevin,Mayor,741,1076,Elected,Yes,No,No
Sables-Spanish Rivers Tp,Fairburn,Edith,Local Councillor,537,5260,Elected,Yes,Yes,No
Sables-Spanish Rivers Tp,Phillips,Cheryl,Local Councillor,424,5260,Elected,Yes,Yes,No
Sables-Spanish Rivers Tp,Mercieca,Mike,Local Councillor,829,5260,Elected,No,No,No
Sables-Spanish Rivers Tp,Burns,Casimir,Local Councillor,418,5260,Elected,No,No,No
Sables-Spanish Rivers Tp,Crabs,Harold,Local Councillor,554,5260,Elected,No,No,No
Sables-Spanish Rivers Tp,Hobbs,Merri-Ann,Local Councillor,496,5260,Elected,No,No,No
Sarnia C,Bradley,Mike,Mayor,12561,21169,Elected,Yes,Yes,No
Sarnia C,Burrell,Terry,Local Councillor,5742,70386,Elected,Yes,Yes,No
Sarnia C,Vandenberg,George,Local Councillor,5999,70386,Elected,Yes,Yes,No
Sarnia C,Gillis,Anne Marie,Local Councillor,4957,70386,Elected,No,No,No
Sarnia C,Kilner,Adam,Local Councillor,7125,70386,Elected,No,No,No
Sarnia C,Boushy,Dave,Local and County Councillor,7863,67451,Elected,Yes,Yes,No
Sarnia C,Dennis,Bill,Local and County Councillor,9669,67451,Elected,Yes,No,No
Sarnia C,White,Brian,Local and County Councillor,9385,67451,Elected,Yes,Yes,No
Sarnia C,McRoberts,Chrissy,Local and County Councillor,9526,67451,Elected,No,No,No
Saugeen Shores T,Myatt,Mike,Vice Deputy Mayor,,,Acclaimed,Yes,Yes,No
Saugeen Shores T,Charbonneau,Luke,Mayor,,,Acclaimed,Yes,Yes,No
Saugeen Shores T,Divinski,John,Local Councillor,,,Acclaimed,Yes,Yes,No
Saugeen Shores T,Grace,Cheryl,Local Councillor,,,Acclaimed,Yes,Yes,No
Saugeen Shores T,Myette,David,Local Councillor,772,2289,Elected,Yes,Yes,No
Saugeen Shores T,Halpin,T.C. Bud,Local Councillor,1485,4211,Elected,No,No,No
Saugeen Shores T,Stack,Rachel,Local Councillor,1002,4211,Elected,No,No,No
Saugeen Shores T,Duhaime,Justin,Local Councillor,787,2289,Elected,No,No,No
Saugeen Shores T,Huber,Diane,Deputy Mayor,2431,5193,Elected,No,No,No
Sault Ste Marie C,Shoemaker,Matthew,Mayor,9626,21762,Elected,Yes,No,No
Sault Ste Marie C,Bruni,Marchy,Local Councillor,2308,6461,Elected,Yes,Yes,No
Sault Ste Marie C,Dufour,Luke,Local Councillor,2462,6759,Elected,Yes,Yes,No
Sault Ste Marie C,Gardi,Corey,Local Councillor,2094,5521,Elected,Yes,Yes,No
Sault Ste Marie C,Hollingsworth,Sandra,Local Councillor,3255,9381,Elected,Yes,Yes,No
Sault Ste Marie C,Scott,Matthew,Local Councillor,2052,5521,Elected,Yes,Yes,No
Sault Ste Marie C,Vezeau-Allen,Lisa,Local Councillor,2206,6759,Elected,Yes,Yes,No
Sault Ste Marie C,Caputo,Angela,Local Councillor,2336,7931,Elected,No,No,No
Sault Ste Marie C,Zagordo,Ron,Local Councillor,1982,7931,Elected,No,No,No
Sault Ste Marie C,Kinach,Stephan,Local Councillor,1707,6461,Elected,No,No,No
Sault Ste Marie C,Spina,Sonny,Local Councillor,2900,9381,Elected,No,No,No
Schreiber Tp,Mullins,Kevin,Mayor,308,561,Elected,Yes,Yes,No
Schreiber Tp,Mauro,Dave,Local Councillor,258,2011,Elected,Yes,Yes,No
Schreiber Tp,McGrath,Daniel,Local Councillor,307,2011,Elected,Yes,Yes,No
Schreiber Tp,Bryson,Benjamin,Local Councillor,311,2011,Elected,No,No,No
Schreiber Tp,Bourgeault,Anne-Marie,Local Councillor,481,2011,Elected,No,No,No
Scugog Tp,Wotten,Wilma,Mayor,,,Acclaimed,Yes,No,
Scugog Tp,Rock,Robert,Local Councillor,,,Acclaimed,Yes,Yes,
Scugog Tp,Guido,Janna,Local Councillor,,,Acclaimed,Yes,Yes,
Scugog Tp,Le Roy,David,Local Councillor,,,Acclaimed,No,No,
Scugog Tp,Coyne,Terry,Local Councillor,634,1388,Elected,No,No,No
Scugog Tp,Wright,Harold,Local Councillor,,,Acclaimed,No,No,
Scugog Tp,McDougall,Ian,Local and Regional Councillor,,,Acclaimed,Yes,No,
Seguin Tp,MacDiarmid,Ann,Mayor,,,Acclaimed,Yes,Yes,No
Seguin Tp,Fellner,Terry,Local Councillor,,,Acclaimed,Yes,Yes,No
Seguin Tp,Collins,Ted,Local Councillor,303,582,Elected,Yes,Yes,No
Seguin Tp,Finnson,Gail,Local Councillor,,,Acclaimed,Yes,Yes,No
Seguin Tp,Adams,Ken,Local Councillor,264,472,Elected,No,No,No
Seguin Tp,Buszynski,Mario,Local Councillor,339,578,Elected,No,No,No
Seguin Tp,Getty,Greg,Local Councillor,594,755,Elected,No,No,No
Selwyn Tp,Senis,Sherry,Mayor,,,Acclaimed,Yes,No,No
Selwyn Tp,Coulas,Mary,Local Councillor,1121,1485,Elected,No,No,No
Selwyn Tp,Henry,Brian,Local Councillor,1059,1561,Elected,No,No,No
Selwyn Tp,Boyko,John,Local Councillor,897,1103,Elected,No,No,No
Selwyn Tp,Black,Ron,Deputy Mayor,,,Acclaimed,No,No,No
Severn Tp,Burkett,Mike,Mayor,3740,4275,Elected,Yes,Yes,No
Severn Tp,McIntyre,Jim,Local Councillor,,,Acclaimed,Yes,Yes,No
Severn Tp,Taylor,Mark,Local Councillor,,,Acclaimed,Yes,Yes,No
Severn Tp,Janssen,Dan,Local Councillor,301,957,Elected,No,No,No
Severn Tp,Brennan,Phil,Local Councillor,,,Acclaimed,Yes,Yes,No
Severn Tp,Minnings,Wanda,Local Councillor,511,802,Elected,No,No,No
Severn Tp,Cox,Judith,Deputy Mayor,2372,4299,Elected,Yes,No,No
Shelburne T,Mills,Wade,Mayor,,,Acclaimed,Yes,Yes,No
Shelburne T,Benotto,Walter,Local Councillor,969,8373,Elected,Yes,Yes,No
Shelburne T,Fegan,Kyle,Local Councillor,880,8373,Elected,Yes,Yes,No
Shelburne T,Wegener,Lindsay,Local Councillor,1035,8373,Elected,Yes,Yes,No
Shelburne T,Guchardi,Len,Local Councillor,931,8373,Elected,No,No,No
Shelburne T,Sample,Daniel,Local Councillor,910,8373,Elected,No,No,No
Shelburne T,Hall,Shane,Deputy Mayor,1087,2110,Elected,Yes,No,No
Shuniah M,Landry,Wendy,Mayor,,,Acclaimed,Yes,Yes,No
Shuniah M,Chomut,Meghan,Local Councillor,167,287,Elected,Yes,Yes,No
Shuniah M,Blunt,Donna,Local Councillor,,,Acclaimed,Yes,Yes,No
Shuniah M,Giardetti,Ron,Local Councillor,,,Acclaimed,Yes,Yes,No
Shuniah M,Smith,Don,Local Councillor,,,Acclaimed,Yes,Yes,No
Sioux Lookout M,Lawrance,Doug,Mayor,,,Acclaimed,Yes,Yes,No
Sioux Lookout M,Cassidy,Joe,Local Councillor,725,1054,Elected,Yes,Yes,No
Sioux Lookout M,Lago,Cory,Local Councillor,612,1054,Elected,Yes,Yes,No
Sioux Lookout M,Timpson,Joyce,Local Councillor,592,1054,Elected,Yes,Yes,No
Sioux Lookout M,Van Breda,Reece,Local Councillor,565,1054,Elected,No,No,No
Sioux Lookout M,Cosco,Joan,Local Councillor,710,1054,Elected,No,No,No
Sioux Lookout M,Beaulne,Luc,Local Councillor,614,1054,Elected,No,No,No
Sioux Narrows-Nestor Falls Tp,Black,Gale,Mayor,,,Acclaimed,Yes,No,No
Sioux Narrows-Nestor Falls Tp,Salvador,Steve,Local Councillor,,,Acclaimed,Yes,Yes,No
Sioux Narrows-Nestor Falls Tp,Rydberg,Matthew,Local Councillor,,,Acclaimed,Yes,Yes,No
Sioux Narrows-Nestor Falls Tp,Brothwell,Douglas,Local Councillor,,,Acclaimed,No,No,No
Sioux Narrows-Nestor Falls Tp,Chant,Holly,Local Councillor,,,Acclaimed,No,No,No
Smiths Falls ST,Pankow,Shawn,Mayor,1635,2695,Elected,Yes,Yes,No
Smiths Falls ST,Brennan,Jay,Local Councillor,1792,13563,Elected,Yes,Yes,No
Smiths Falls ST,McGuire,Chris,Local Councillor,1270,13563,Elected,Yes,Yes,No
Smiths Falls ST,McKenna,Peter,Local Councillor,1317,13563,Elected,Yes,Yes,No
Smiths Falls ST,Miller,Jennifer,Local Councillor,1521,13563,Elected,No,No,No
Smiths Falls ST,Robinson,Stephen,Local Councillor,1191,13563,Elected,No,No,No
Smiths Falls ST,Quinn,Dawn,Local Councillor,1160,13563,Elected,No,No,No
Smooth Rock Falls T,Roberts,Patrick,Mayor,294,638,Elected,Yes,No,No
Smooth Rock Falls T,Alie,Daniel,Local Councillor,291,2724,Elected,Yes,Yes,No
Smooth Rock Falls T,Gagnon,Leslie,Local Councillor,342,2724,Elected,No,No,No
Smooth Rock Falls T,Pelletier,Denise,Local Councillor,377,2724,Elected,No,No,No
Smooth Rock Falls T,Rochon,Angèle,Local Councillor,308,2724,Elected,No,No,No
South Algonquin Tp,Lavalley,Ethel,Mayor,645,952,Elected,No,No,No
South Algonquin Tp,Rodnick,Bill,Local Councillor,,,Acclaimed,Yes,Yes,No
South Algonquin Tp,Collins,Sandra,Local Councillor,48,88,Elected,Yes,Yes,No
South Algonquin Tp,Florent,Joe,Local Councillor,,,Acclaimed,Yes,Yes,No
South Algonquin Tp,Kuiack,Joan,Local Councillor,353,438,Elected,No,No,No
South Algonquin Tp,Pigeon,Shawn,Local Councillor,118,145,Elected,No,No,No
South Algonquin Tp,Siydock,Laurie,Local Councillor,277,438,Elected,No,No,No
South Bruce M,Goetz,Mark,Mayor,1311,2897,Elected,Yes,No,No
South Bruce M,Ireland,Mark,Local Councillor,837,1358,Elected,Yes,Yes,No
South Bruce M,McDonagh,Mike,Local Councillor,889,1358,Elected,Yes,Yes,No
South Bruce M,Niesen,Mike,Local Councillor,1770,2897,Elected,Yes,Yes,No
South Bruce M,Bross,Audrey,Local Councillor,,,Acclaimed,No,No,No
South Bruce M,Van Dyk,Nigel,Local Councillor,1802,2897,Elected,No,No,No
South Bruce M,Goetz,Jeff,Local Councillor,,,Acclaimed,No,No,No
South Dundas Tp,Broad,Jason,Mayor,1596,3849,Elected,No,No,No
South Dundas Tp,Smyth,Thomas,Local Councillor,2027,10295,Elected,No,No,No
South Dundas Tp,Veinotte,Cole,Local Councillor,2219,10295,Elected,No,No,No
South Dundas Tp,Ward,Danielle,Local Councillor,1851,10295,Elected,No,No,No
South Dundas Tp,St. Pierre,Marc,Deputy Mayor,2040,3833,Elected,No,No,No
South Frontenac Tp,Vandewal,Ron,Mayor,3090,6434,Elected,Yes,Yes,No
South Frontenac Tp,Roberts,Norm,Local Councillor,650,3067,Elected,Yes,Yes,No
South Frontenac Tp,Sleeth,Ron,Local Councillor,1006,3067,Elected,Yes,Yes,No
South Frontenac Tp,Leonard,Ray,Local Councillor,1136,2745,Elected,Yes,Yes,No
South Frontenac Tp,Morey,Doug,Local Councillor,700,2745,Elected,Yes,Yes,No
South Frontenac Tp,Ruttan,Randy,Local Councillor,1225,3514,Elected,Yes,Yes,No
South Frontenac Tp,Godfrey,Charlene,Local Councillor,497,1692,Elected,No,No,No
South Frontenac Tp,Pegrum,Steven,Local Councillor,622,1692,Elected,No,No,No
South Frontenac Tp,Trueman,Scott,Local Councillor,1197,3514,Elected,No,No,No
South Glengarry Tp,McDonald,Lachlan,Mayor,2358,4492,Elected,No,No,No
South Glengarry Tp,Jaworski,Stephanie,Local Councillor,3214,11083,Elected,Yes,No,No
South Glengarry Tp,McDonell,Sam,Local Councillor,2999,11083,Elected,Yes,Yes,No
South Glengarry Tp,Bougie,Trevor,Local Councillor,2672,11083,Elected,No,No,No
South Glengarry Tp,Lang,Martin,Deputy Mayor,3201,4479,Elected,Yes,No,No
South Huron M,Finch,George,Mayor,2073,3579,Elected,Yes,Yes,No
South Huron M,Neeb,Aaron,Local Councillor,1234,3332,Elected,Yes,Yes,No
South Huron M,Oke,Ted,Local Councillor,,,Acclaimed,Yes,Yes,No
South Huron M,Vaughan,Marissa,Local Councillor,690,2335,Elected,Yes,Yes,No
South Huron M,Dietrich,Milt,Local Councillor,388,2335,Elected,No,No,No
South Huron M,Denomme,Marc,Local Councillor,1114,3332,Elected,No,No,No
South Huron M,Dietrich,Jim,Deputy Mayor,2189,3527,Elected,Yes,Yes,No
South River V,Coleman,Jim,Mayor,,,Acclaimed,Yes,Yes,No
South River V,O'Hallarn,Bill,Local Councillor,,,Acclaimed,Yes,Yes,No
South River V,Brandt,Teri,Local Councillor,,,Acclaimed,Yes,Yes,No
South River V,Scott,Brenda,Local Councillor,,,Acclaimed,Yes,Yes,No
South River V,Brooks,Robert,Local Councillor,,,Acclaimed,No,No,No
South Stormont Tp,McGillis,Bryan,Mayor,2592,4420,Elected,Yes,Yes,No
South Stormont Tp,MacIsaac,Jennifer,Local Councillor,2935,11274,Elected,Yes,Yes,No
South Stormont Tp,Woods,Cindy,Local Councillor,2341,11274,Elected,Yes,Yes,No
South Stormont Tp,McIntyre,Reid,Local Councillor,2746,11274,Elected,No,No,No
South Stormont Tp,Guindon,Andrew,Deputy Mayor,3024,4401,Elected,Yes,No,No
Southgate Tp,Milne,Brian,Mayor,911,1786,Elected,Yes,No,No
Southgate Tp,Rice,Jason,Local Councillor,1108,1786,Elected,Yes,Yes,No
Southgate Tp,Shipston,Martin,Local Councillor,929,1786,Elected,Yes,Yes,No
Southgate Tp,Ferguson,Jim,Local Councillor,1045,1786,Elected,No,No,No
Southgate Tp,John,Joan,Local Councillor,920,1786,Elected,No,No,No
Southgate Tp,Singh Soares,Monica,Local Councillor,729,1786,Elected,No,No,No
Southgate Tp,Dobreen,Barbara,Deputy Mayor,1319,1786,Elected,Yes,No,No
Southwest Middlesex M,Mayhew,Allan,Mayor,1434,2229,Elected,Yes,Yes,
Southwest Middlesex M,Choi,Amy,Local Councillor,357,1057,Elected,Yes,Yes,
Southwest Middlesex M,Vink,Martin,Local Councillor,471,1057,Elected,Yes,Yes,
Southwest Middlesex M,McGill,Mark,Local Councillor,429,1391,Elected,Yes,Yes,
Southwest Middlesex M,McCallum,Don,Local Councillor,318,1391,Elected,No,No,
Southwest Middlesex M,Haggith,Joel,Local Councillor,,,Acclaimed,No,No,
Southwest Middlesex M,Myers,Ed,Local Councillor,,,Acclaimed,No,No,
Southwest Middlesex M,Sholdice,Mike,Deputy Mayor,1594,2209,Elected,Yes,No,
South-West Oxford Tp,Mayberry,David,Mayor,,,Acclaimed,Yes,Yes,No
South-West Oxford Tp,Buchner,Paul,Local Councillor,227,291,Elected,Yes,Yes,No
South-West Oxford Tp,Durston,Valerie,Local Councillor,,,Acclaimed,Yes,Yes,No
South-West Oxford Tp,Pickard,Jim,Local Councillor,,,Acclaimed,Yes,Yes,No
South-West Oxford Tp,Way,George,Local Councillor,,,Acclaimed,Yes,Yes,No
South-West Oxford Tp,Gillis,Craig,Local Councillor,,,Acclaimed,Yes,Yes,No
South-West Oxford Tp,Ypma,Peter,Local Councillor,,,Acclaimed,Yes,Yes,No
Southwold Tp,Jones,Grant,Mayor,885,1514,Elected,Yes,Yes,No
Southwold Tp,Emons,Sarah,Local Councillor,991,3516,Elected,Yes,Yes,No
Southwold Tp,Adzija,John,Local Councillor,828,3516,Elected,No,No,No
Southwold Tp,Fellows,Scott,Local Councillor,935,3516,Elected,No,No,No
Southwold Tp,Pennings,Justin,Deputy Mayor,,,Acclaimed,Yes,No,No
Spanish T,Von Pickartz,Karen,Mayor,295,337,Elected,Yes,No,No
Spanish T,Joncas,Debra,Local Councillor,263,1197,Elected,Yes,Yes,No
Spanish T,Trudel,Sandra,Local Councillor,295,1197,Elected,Yes,Yes,No
Spanish T,Zarichney,Mary-Louise,Local Councillor,273,1197,Elected,Yes,Yes,No
Spanish T,Clague,Ted,Local Councillor,221,1197,Elected,No,No,No
Springwater Tp,Coughlin,Jennifer,Mayor,3472,5755,Elected,Yes,No,No
Springwater Tp,Moore,Anita,Local Councillor,577,1068,Elected,Yes,Yes,No
Springwater Tp,Garwood,Matt,Local Councillor,788,1145,Elected,No,No,No
Springwater Tp,Alexander,Danielle,Local Councillor,,,Acclaimed,No,No,No
Springwater Tp,Thompson,Brad,Local Councillor,542,1373,Elected,No,No,No
Springwater Tp,Fisher,Phil,Local Councillor,744,1328,Elected,No,No,No
Springwater Tp,Cabral,George,Deputy Mayor,2409,5755,Elected,Yes,No,No
St Catharines C,Siscoe,Mat,Mayor,17808,25900,Elected,No,No,No
St Catharines C,McPherson,Robin,Local Councillor,1882,7610,Elected,Yes,Yes,No
St Catharines C,Dodge,Dawn,Local Councillor,3013,8290,Elected,Yes,Yes,No
St Catharines C,Garcia,Carlos,Local Councillor,3154,8294,Elected,Yes,Yes,No
St Catharines C,Harris,Matt,Local Councillor,1837,7377,Elected,Yes,Yes,No
St Catharines C,Kushner,Joseph,Local Councillor,1924,7377,Elected,Yes,Yes,No
St Catharines C,Miller,Greg,Local Councillor,1577,5990,Elected,Yes,Yes,No
St Catharines C,Phillips,Bill,Local Councillor,3013,8290,Elected,Yes,Yes,No
St Catharines C,Townsend,Kevin,Local Councillor,1700,5229,Elected,Yes,Yes,No
St Catharines C,Williamson,Bruce,Local Councillor,3149,8294,Elected,Yes,Yes,No
St Catharines C,Lindal,Jacqueline,Local Councillor,1343,5990,Elected,No,No,No
St Catharines C,Stevens,Mark,Local Councillor,1311,5229,Elected,No,No,No
St Catharines C,Ratzlaff,Caleb,Local Councillor,1767,7610,Elected,No,No,No
St Clair Tp,Agar,Jeff,Mayor,2437,4939,Elected,No,No,No
St Clair Tp,Brown,Pat,Local Councillor,2033,3338,Elected,Yes,Yes,No
St Clair Tp,Myers,Bill,Local Councillor,898,1601,Elected,Yes,Yes,No
St Clair Tp,Foster,Holly,Local Councillor,1736,3338,Elected,No,No,No
St Clair Tp,Langis,Cathy,Local Councillor,1662,3338,Elected,No,No,No
St Clair Tp,Langstaff,Brad,Local Councillor,735,1601,Elected,No,No,No
St Clair Tp,Miller,Steve,Deputy Mayor,,,Acclaimed,Yes,Yes,No
St Joseph Tp,Wildman,Jody,Mayor,452,918,Elected,Yes,Yes,No
St Joseph Tp,Senecal,Greg,Local Councillor,514,2834,Elected,Yes,Yes,No
St Joseph Tp,Hall,Bryon,Local Councillor,548,2834,Elected,Yes,Yes,No
St Joseph Tp,Adams,Steven,Local Councillor,584,2834,Elected,Yes,Yes,No
St Joseph Tp,Ross,Cameron,Local Councillor,586,2834,Elected,No,No,No
St Marys ST,Strathdee,Al,Mayor,,,Acclaimed,Yes,Yes,No
St Marys ST,Craigmile,Jim,Local Councillor,1132,7734,Elected,Yes,Yes,No
St Marys ST,Edney,Robert,Local Councillor,1103,7734,Elected,Yes,Yes,No
St Marys ST,Luna,Marg,Local Councillor,1019,7734,Elected,Yes,Yes,No
St Marys ST,Pridham,Fern,Local Councillor,1086,7734,Elected,Yes,Yes,No
St Marys ST,Lucas,Dave,Local Councillor,1049,7734,Elected,No,No,No
St Marys ST,Alyward,Brogan,Local Councillor,875,7734,Elected,No,No,No
St Thomas C,Preston,Joe,Mayor,5526,9344,Elected,Yes,Yes,No
St Thomas C,Wookey,Steve,Local Councillor,5564,,Elected,Yes,Yes,No
St Thomas C,Baldwin-Sands,Lori,Local Councillor,5057,,Elected,Yes,Yes,No
St Thomas C,Clarke,Gary,Local Councillor,4811,,Elected,Yes,Yes,No
St Thomas C,Herbert,Jim,Local Councillor,3521,,Elected,Yes,Yes,No
St Thomas C,Kohler,Jeff,Local Councillor,5253,,Elected,Yes,Yes,No
St Thomas C,Peters,Steve,Local Councillor,7385,,Elected,Yes,Yes,No
St Thomas C,Gibson,Rose,Local Councillor,3266,,Elected,No,No,No
St Thomas C,McCaulley,Tara,Local Councillor,3101,,Elected,No,No,No
St-Charles M,Branconnier,Paul,Mayor,506,899,Elected,Yes,No,No
St-Charles M,Loftus,Monica,Local Councillor,513,2939,Elected,Yes,Yes,No
St-Charles M,Lachance,Joshua,Local Councillor,429,2939,Elected,No,No,No
St-Charles M,Laframboise,Julie,Local Councillor,614,2939,Elected,No,No,No
St-Charles M,Pothier,Mathieu,Local Councillor,492,2939,Elected,No,No,No
Stirling-Rawdon Tp,Mullin,Bob,Mayor,1058,1647,Elected,Yes,Yes,No
Stirling-Rawdon Tp,Solmes,Jeremy,Local Councillor,573,1704,Elected,Yes,Yes,No
Stirling-Rawdon Tp,Graff,Dean,Local Councillor,508,1704,Elected,No,No,No
Stirling-Rawdon Tp,Smith,Caroline,Local Councillor,530,1319,Elected,No,No,No
Stirling-Rawdon Tp,Stewart,Donald,Local Councillor,455,1319,Elected,No,No,No
Stone Mills Tp,Wise,John,Reeve,,,Acclaimed,Yes,No,No
Stone Mills Tp,Lalande,Wenda,Local Councillor,1177,10630,Elected,Yes,Yes,No
Stone Mills Tp,Milligan,Shari,Local Councillor,1244,10630,Elected,Yes,Yes,No
Stone Mills Tp,Woodcock,Krysta-Lee,Local Councillor,1128,10630,Elected,No,No,No
Stone Mills Tp,McDonald,Wendy,Local Councillor,1138,10630,Elected,No,No,No
Stone Mills Tp,Fenwick,Rob,Local Councillor,1320,10630,Elected,No,No,No
Stone Mills Tp,Davison,Doug,Deputy Reeve,,,Acclaimed,Yes,No,No
Stratford C,Ritsma,Martin,Mayor,4350,11638,Elected,Yes,No,No
Stratford C,Beatty,Brad,Local Councillor,3514,11638,Elected,Yes,Yes,No
Stratford C,Burbach,Jo-Dee,Local Councillor,4985,11638,Elected,Yes,Yes,No
Stratford C,Henderson,Bonnie,Local Councillor,4454,11638,Elected,Yes,Yes,No
Stratford C,Sebben,Cody,Local Councillor,5979,11638,Elected,Yes,Yes,No
Stratford C,Biehn,Lesley,Local Councillor,4159,11638,Elected,No,No,No
Stratford C,Briscoe,Taylor,Local Councillor,3991,11638,Elected,No,No,No
Stratford C,Hunter,Mark,Local Councillor,4676,11638,Elected,No,No,No
Stratford C,McCabe,Larry,Local Councillor,4340,11638,Elected,No,No,No
Stratford C,Nijjar,Harj,Local Councillor,4335,11638,Elected,No,No,No
Stratford C,Wordofa,Geza,Local Councillor,3357,11638,Elected,No,No,No
Strathroy-Caradoc M,Grantham,Colin,Mayor,4032,7027,Elected,No,No,No
Strathroy-Caradoc M,Brennan,John,Local Councillor,2662,13913,Elected,Yes,Yes,No
Strathroy-Caradoc M,Hipple,Sandi,Local Councillor,1545,7014,Elected,Yes,Yes,No
Strathroy-Caradoc M,Kennes,Frank,Local Councillor,1719,13913,Elected,Yes,Yes,No
Strathroy-Caradoc M,Pelkman,Steve,Local Councillor,2475,13913,Elected,Yes,Yes,No
Strathroy-Caradoc M,Pammer,Donna,Local Councillor,2028,13913,Elected,No,No,No
Strathroy-Caradoc M,Derbyshire,Brian,Local Councillor,1285,7014,Elected,No,No,No
Strathroy-Caradoc M,Willsie,Greg,Local Councillor,1222,7014,Elected,No,No,No
Strathroy-Caradoc M,McGuire,Mike,Deputy Mayor,3540,7005,Elected,No,No,No
Strong Tp,Bryson,Tim,Mayor,354,921,Elected,No,No,No
Strong Tp,McLaren,Jeff,Local Councillor,529,3684,Elected,Yes,Yes,No
Strong Tp,Stickland,Marianne,Local Councillor,510,3684,Elected,Yes,Yes,No
Strong Tp,Ronholm,Jim,Local Councillor,491,3684,Elected,No,No,No
Strong Tp,Noaik,Kevin,Local Councillor,439,3684,Elected,No,No,No
Sundridge V,Leveque,Justine,Mayor,245,447,Elected,No,No,No
Sundridge V,Williamson,Fraser,Local Councillor,348,1460,Elected,Yes,Yes,No
Sundridge V,Jackson,Shawn,Local Councillor,240,1460,Elected,Yes,Yes,No
Sundridge V,MacLachlan,James,Local Councillor,325,1460,Elected,No,No,No
Sundridge V,Smith,Sharon,Local Councillor,381,1460,Elected,No,No,No
Tarbutt Tp,Smith,Lennox,Mayor,,,Acclaimed,Yes,Yes,No
Tarbutt Tp,McClelland,Darren,Local Councillor,178,,Elected,Yes,Yes,No
Tarbutt Tp,Abbott,Ursula,Local Councillor,170,,Elected,Yes,Yes,No
Tarbutt Tp,Farrar,Dave,Local Councillor,134,,Elected,Yes,Yes,No
Tarbutt Tp,Nagel,Jacqui,Local Councillor,198,,Elected,No,No,No
Tay Tp,Walker,Ted,Mayor,,,Acclaimed,Yes,Yes,No
Tay Tp,La Chapelle,Gerard,Local Councillor,,,Acclaimed,Yes,No,No
Tay Tp,Raymond,Paul,Local Councillor,,,Acclaimed,Yes,Yes,No
Tay Tp,Talbot,Sandy,Local Councillor,,,Acclaimed,Yes,Yes,No
Tay Tp,Larmand,Judy,Local Councillor,,,Acclaimed,No,No,No
Tay Tp,Bumstead,Sylvia,Local Councillor,,,Acclaimed,No,No,No
Tay Tp,Norris,Barry,Deputy Mayor,,,Acclaimed,Yes,No,No
Tay Valley Tp,Rainer,Rob,Reeve,1397,2526,Elected,Yes,No,No
Tay Valley Tp,Affleck,Korrine,Local Councillor,503,1709,Elected,No,No,No
