Organization,District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Assemblée nationale du Québec,Terrebonne,MNA,Pierre Fitzgibbon,Pierre,Fitzgibbon,,Coalition avenir Québec,Pierre.Fitzgibbon.TERR@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31051&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/fitzgibbon-pierre-17897/index.html,,https://www.facebook.com/PierreFitzgibbonCAQ/,,https://twitter.com/fitzgibbonp,,,legislature,,1 418 691-5650,,constituency,,1 450 964-3553,,,,,
Assemblée nationale du Québec,Trois-Rivières,MNA,Jean Boulet,Jean,Boulet,,Coalition avenir Québec,Jean.Boulet.TRRI@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31073&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/boulet-jean-17899/index.html,,https://www.facebook.com/JeanBouletCAQ/,,https://twitter.com/coalitionavenir,,,legislature,,1 418 643-4810,,constituency,,1 819 371-6901,,,,,
Assemblée nationale du Québec,Ungava,MNA,Denis Lamothe,Denis,Lamothe,,Coalition avenir Québec,Denis.Lamothe.UNGA@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31019&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/lamothe-denis-17901/index.html,,https://www.facebook.com/DenisLamotheCAQ/,,https://twitter.com/coalitionavenir,,,legislature,,1 418 644-1363,,constituency,,1 418 748-6046,,,,,
Assemblée nationale du Québec,Vachon,MNA,Ian Lafrenière,Ian,Lafrenière,,Coalition avenir Québec,Ian.Lafreniere.VACHON@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31021&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/lafreniere-ian-17903/index.html,,https://www.facebook.com/IanLafreniereCAQ/,,https://twitter.com/IanLafreniere,,,legislature,,1 418 528-8407,,constituency,,1 450 676-5086,,,,,
Assemblée nationale du Québec,Vanier-Les Rivières,MNA,Mario Asselin,Mario,Asselin,,Coalition avenir Québec,Mario.Asselin.VANI@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31081&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/asselin-mario-17905/index.html,,https://www.facebook.com/asselin.coalition/,,https://twitter.com/marioasselin,,,legislature,,1 418 643-7719,,constituency,,1 418 644-3107,,,,,
Assemblée nationale du Québec,Vaudreuil,MNA,Marie-Claude Nichols,Marie-Claude,Nichols,,Parti libéral du Québec,Marie-Claude.Nichols.VAUD@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_7767&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/nichols-marie-claude-15439/index.html,,https://www.facebook.com/marieclaudenicholsvaudreuil/,,https://twitter.com/nicholsmarieC,,,legislature,,1 418 646-7623,,constituency,,1 450 424-6666,,,,,
Assemblée nationale du Québec,Verchères,MNA,Suzanne Dansereau,Suzanne,Dansereau,,Coalition avenir Québec,Suzanne.Dansereau.VERC@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31057&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/dansereau-suzanne-17907/index.html,,https://www.facebook.com/Suzanne-Dansereau-Coalition-Avenir-Quebec-721650337904964/,,https://twitter.com/CAQ_Vercheres,,,legislature,,1 581 628-1026,,constituency,,1 450 652-4419,,,,,
Assemblée nationale du Québec,Verdun,MNA,Isabelle Melançon,Isabelle,Melançon,,Parti libéral du Québec,Isabelle.Melancon.VERD@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_23685&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/melancon-isabelle-16779/index.html,,https://www.facebook.com/isabelle.melancon.1,,https://twitter.com/Isamelancon,,,legislature,,1 581 628-1860,,constituency,,1 514 766-7503,,,,,
Assemblée nationale du Québec,Viau,MNA,Frantz Benjamin,Frantz,Benjamin,,Parti libéral du Québec,Frantz.Benjamin.VIAU@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31085&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/benjamin-frantz-17909/index.html,,https://www.facebook.com/frantz.benjamin.plq/,,https://twitter.com/franz_benjamin,,,legislature,,1 581 628-1812,,constituency,,1 514 728-2474,,,,,
Assemblée nationale du Québec,Vimont,MNA,Jean Rousselle,Jean,Rousselle,,Parti libéral du Québec,Jean.Rousselle.VIMO@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_4813&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/rousselle-jean-12167/index.html,,https://www.facebook.com/Jean.Rousselle.Vimont/,,https://twitter.com/RousselleJean,,,legislature,,1 418 644-0877,,constituency,,1 450 628-9269,,,,,
Assemblée nationale du Québec,Westmount-Saint-Louis,MNA,Jennifer Maccarone,Jennifer,Maccarone,,Parti libéral du Québec,Jennifer.Maccarone.WSL@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31095&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/maccarone-jennifer-17911/index.html,,https://www.facebook.com/jennifer.maccarone1,,https://twitter.com/jmaccarone,,,legislature,,1 581 628-1843,,constituency,,1 514 395-2929,,,,,
Assemblée nationale du Québec,Îles-de-la-Madeleine,MNA,Joël Arseneau,Joël,Arseneau,,Parti québécois,Joel.Arseneau.IDLM@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31125&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/arseneau-joel-17947/index.html,,https://www.facebook.com/joelarseneauPQ/,,https://twitter.com/joel_arseneau,,,legislature,,1 418 644-1454,,constituency,,1 418 986-4140,,,,,
Conseil municipal de Beaconsfield,Beaconsfield,Maire,Georges Bourelle,Georges,Bourelle,,,georges.bourelle@beaconsfield.ca,https://www.beaconsfield.ca/images/stories/council2017/maire_georges_bourelle_mayor_wb.jpg,,,,,,,,legislature,,1 514 428-4410,,,,,,,,,
Conseil municipal de Beaconsfield,District 1,Conseiller,Dominique Godin,Dominique,Godin,,,dominique.godin@beaconsfield.ca,https://www.beaconsfield.ca/images/stories/council2017/dominique_godin_district1_wb.jpg,,,,,,,,legislature,,1 514 591-0055,,,,,,,,,
Conseil municipal de Beaconsfield,District 2,Conseiller,Karen Messier,Karen,Messier,,,karen.messier@beaconsfield.ca,https://www.beaconsfield.ca/images/stories/council2017/karen_messier_district2_wb.jpg,,,,,,,,legislature,,1 514 428-8975,,,,,,,,,
Conseil municipal de Beaconsfield,District 3,Conseiller,Robert Mercuri,Robert,Mercuri,,,robert.mercuri@beaconsfield.ca,https://www.beaconsfield.ca/images/stories/council2017/robert_mercuri_district3_wb.jpg,,,,,,,,legislature,,1 514 400-7379,,,,,,,,,
Conseil municipal de Beaconsfield,District 4,Conseiller,David Newell,David,Newell,,,david.newell@beaconsfield.ca,https://www.beaconsfield.ca/images/stories/council2017/david_newell_district4_wb.jpg,,,,,,,,legislature,,1 514 835-3659,,,,,,,,,
Conseil municipal de Beaconsfield,District 5,Conseiller,Roger Moss,Roger,Moss,,,roger.moss@beaconsfield.ca,https://www.beaconsfield.ca/images/stories/council2017/roger_moss_distrcit5_wb.jpg,,,,,,,,legislature,,1 514 426-2144,,,,,,,,,
Conseil municipal de Dorval,District 1,Conseiller,Paul Trudeau,Paul,Trudeau,,,ptrudeau@ville.dorval.qc.ca,https://www.ville.dorval.qc.ca/medias/images/fr/cite/Trudeau.jpg,,,,,,,,,,,,,,,,,,,
Conseil municipal de Dorval,District 2,Conseiller,Michel Hébert,Michel,Hébert,,,mhebert@ville.dorval.qc.ca,https://www.ville.dorval.qc.ca/medias/images/fr/cite/H%C3%A9bert.jpg,,,,,,,,,,,,,,,,,,,
Conseil municipal de Dorval,District 3,Conseiller,Bob Le Sage,Bob Le,Sage,,,blesage@ville.dorval.qc.ca,https://www.ville.dorval.qc.ca/medias/images/fr/cite/Lesage.jpg,,,,,,,,,,,,,,,,,,,
Conseil municipal de Dorval,District 4,Conseiller,Marc Doret,Marc,Doret,,,mdoret@ville.dorval.qc.ca,https://www.ville.dorval.qc.ca/medias/images/fr/cite/Doret_1.jpg,,,,,,,,,,,,,,,,,,,
Conseil municipal de Dorval,District 5,Conseiller,Christopher von Roretz,Christopher von,Roretz,,,cvonroretz@ville.dorval.qc.ca,https://www.ville.dorval.qc.ca/medias/images/fr/cite/Von_Roretz.jpg,,,,,,,,,,,,,,,,,,,
Conseil municipal de Dorval,District 6,Conseiller,Margo Heron,Margo,Heron,,,mheron@ville.dorval.qc.ca,https://www.ville.dorval.qc.ca/medias/images/fr/cite/Heron_1.jpg,,,,,,,,,,,,,,,,,,,
Conseil municipal de Dorval,Dorval,Maire,Edgar Rouleau,Edgar,Rouleau,,,erouleau@ville.dorval.qc.ca,https://www.ville.dorval.qc.ca/medias/images/fr/cite/Rouleau_1.jpg,,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 1,Conseiller,Audrey Bureau,Audrey,Bureau,,,bureau.audrey@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_1.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_1,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 10,Conseiller,Nathalie Lemieux,Nathalie,Lemieux,,,lemieux.nathalie@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_10.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_10,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 11,Conseiller,Myriam Nadeau,Myriam,Nadeau,,,nadeau.myriam@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_11.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_11,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 12,Conseiller,Gilles Carpentier,Gilles,Carpentier,,,carpentier.gilles@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_12.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_12,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 13,Conseiller,Daniel Champagne,Daniel,Champagne,,,champagne.daniel@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_13.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_13,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 14,Conseiller,Pierre Lanthier,Pierre,Lanthier,,,lanthier.pierre@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_14.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_14,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 15,Conseiller,Jean-François LeBlanc,Jean-François,LeBlanc,,,leblanc.jean-francois@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_15.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_15,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 16,Conseiller,Jean Lessard,Jean,Lessard,,,lessard.jean@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_16.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_16,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 17,Conseiller,Marc Carrière,Marc,Carrière,,,carriere.marc@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_17.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_17,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 18,Conseiller,Martin Lajeunesse,Martin,Lajeunesse,,,lajeunesse.martin@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_18.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_18,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 2,Conseiller,Gilles Chagnon,Gilles,Chagnon,,,chagnon.gilles@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_2.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_2,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 3,Conseiller,Mike Duggan,Mike,Duggan,,,duggan.mike@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_3.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_3,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 4,Conseiller,Maude Marquis-Bissonnette,Maude,Marquis-Bissonnette,,,marquisbissonnette.maude@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_4.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_4,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 5,Conseiller,Jocelyn Blondin,Jocelyn,Blondin,,,blondin.jocelyn@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_5.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_5,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 6,Conseiller,Isabelle N. Miron,Isabelle N.,Miron,,,miron.isabellen@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_6.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_6,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 7,Conseiller,Louise Boudrias,Louise,Boudrias,,,boudrias.louise@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_7.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_7,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 8,Conseiller,Cédric Tessier,Cédric,Tessier,,,tessier.cedric@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_8.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_8,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,District 9,Conseiller,Renée Amyot,Renée,Amyot,,,amyot.renee@gatineau.ca,https://www.gatineau.ca/docs/guichet_municipal/conseil_municipal/district_9.jpg,http://www.gatineau.ca/portail/default.aspx?p=guichet_municipal%2fconseil_municipal/district_9,,,,,,,,,,,,,,,,,,
Conseil municipal de Gatineau,Gatineau,Maire,Maxime Pedneaud-Jobin,Maxime,Pedneaud-Jobin,,,maire@gatineau.ca,,http://www.gatineau.ca/portail/default.aspx?p=la_ville/conseil_municipal/maire,,,,,,,,,,,,,,,,,,
Conseil municipal de Kirkland,District 1,Conseiller,Michael Brown,Michael,Brown,,,mbrown@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/image/-conseillers/IMG_1737r Brown.jpg,,,,,,,,legislature,,1 514 694-4100 x3172,,,,,,,,,
Conseil municipal de Kirkland,District 2,Conseiller,Luciano Piciacchia,Luciano,Piciacchia,,,lpiciacchia@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/image/-conseillers/Luciano Piciacchia edit.jpg,,,,,,,,legislature,,1 514 694-4100 x3157,,,,,,,,,
Conseil municipal de Kirkland,District 3,Conseiller,Samuel Rother,Samuel,Rother,,,srother@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/document/Elections%202017/Samuel%20Rother.jpg,,,,,,,,legislature,,1 514 694-4100 x3153,,,,,,,,,
Conseil municipal de Kirkland,District 4,Conseiller,Domenico Zito,Domenico,Zito,,,dzito@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/document/Zito.jpg,,,,,,,,legislature,,1 514 694-4100 x3156,,,,,,,,,
Conseil municipal de Kirkland,District 5,Conseiller,Stephen Bouchard,Stephen,Bouchard,,,sbouchard@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/document/Elections%202017/Stephen%20Bouchard%20.jpg,,,,,,,,legislature,,1 514 694-4100 x3155,,,,,,,,,
Conseil municipal de Kirkland,District 6,Conseiller,John Morson,John,Morson,,,jmorson@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/image/-conseillers/John  Morson edit.jpg,,,,,,,,legislature,,1 514 694-4100 x3154,,,,,,,,,
Conseil municipal de Kirkland,District 7,Conseiller,Paul Dufort,Paul,Dufort,,,pdufort@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/image/-conseillers/Paul Dufort edit.jpg,,,,,,,,legislature,,1 514 694-4100 x3151,,,,,,,,,
Conseil municipal de Kirkland,District 8,Conseiller,André Allard,André,Allard,,,aallard@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/image/-conseillers/Andre Allard edit.jpg,,,,,,,,legislature,,1 514 694-4100 x3150,,,,,,,,,
Conseil municipal de Kirkland,Kirkland,Maire,Michel Gibson,Michel,Gibson,,,mgibson@ville.kirkland.qc.ca,https://www.ville.kirkland.qc.ca//client_file/upload/image/-conseillers/Michel Gibson edit.jpg,,,,,,,,legislature,,1 514 694-4100 x3100,,,,,,,,,
Conseil municipal de Laval,Abord-à-Plouffe,Conseiller,Vasilios Karidogiannis,Vasilios,Karidogiannis,M,Mouvement lavallois,v.karidogiannis@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/vasilios-karidogianis-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 887-2455,,,,,,,,,
Conseil municipal de Laval,Auteuil,Conseiller,Jocelyne Frederic-Gauthier,Jocelyne,Frederic-Gauthier,F,Mouvement lavallois,j.fredericgauthier@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/jocelyne-frederic-gauthier-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 515-1293,,,,,,,,,
Conseil municipal de Laval,Chomedey,Conseiller,Aglaia Revelakis,Aglaia,Revelakis,F,Action Laval,a.revelakis@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/aglaia-revelakis-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 242-5761,,,,,,,,,
Conseil municipal de Laval,Concorde-Bois-de-Boulogne,Conseiller,Sandra Desmeules,Sandra,Desmeules,F,Mouvement lavallois,s.desmeules@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/sandra-desmeules-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 451-0192,,,,,,,,,
Conseil municipal de Laval,Duvernay-Pont-Viau,Conseiller,Stephane Boyer,Stephane,Boyer,M,Mouvement lavallois,s.boyer@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/stephane-boyer-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 438 870-1110,,,,,,,,,
Conseil municipal de Laval,Fabreville,Conseiller,Claude Larochelle,Claude,Larochelle,M,Parti Laval,cl.larochelle@laval.ca,,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 438 491-7069,,,,,,,,,
Conseil municipal de Laval,L'Orée-des-Bois,Conseiller,Yannick Langlois,Yannick,Langlois,M,Mouvement lavallois,y.langlois@laval.ca,,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 979-5343,,,,,,,,,
Conseil municipal de Laval,Laval,Maire,Marc Demers,Marc,Demers,M,Mouvement lavallois,bdm.laval@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/marc-demers-89x119.jpg,,,https://www.facebook.com/MarcDemersMairedeLaval,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 450 662-4140,,,,,,,,,
Conseil municipal de Laval,Laval-des-Rapides,Conseiller,Isabella Tassoni,Isabella,Tassoni,F,Action Laval,i.tassoni@laval.ca,,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 265-6200,,,,,,,,,
Conseil municipal de Laval,Laval-les-Îles,Conseiller,Nicholas Borne,Nicholas,Borne,M,Mouvement lavallois,n.borne@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/nicholas-borne-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 707-6870,,,,,,,,,
Conseil municipal de Laval,Marc-Aurèle-Fortin,Conseiller,Gilbert Dumas,Gilbert,Dumas,M,Mouvement lavallois,g.dumas@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/gilbert-dumas-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 629-2059,,,,,,,,,
Conseil municipal de Laval,Marigot,Conseiller,Daniel Hebert,Daniel,Hebert,M,Action Laval,d.hebert@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/daniel-hebert-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 886-8809,,,,,,,,,
Conseil municipal de Laval,Renaud,Conseiller,Aram Elagoz,Aram,Elagoz,M,Mouvement lavallois,a.elagoz@laval.ca,,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 450 963-7464,,,,,,,,,
Conseil municipal de Laval,Saint-Bruno,Conseiller,David De Cotis,David De,Cotis,M,Action Laval,d.decotis@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/david-de-cotis-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 467-1712,,,,,,,,,
Conseil municipal de Laval,Saint-François,Conseiller,Eric Morasse,Eric,Morasse,M,Mouvement lavallois,e.morasse@laval.ca,,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 927-2781,,,,,,,,,
Conseil municipal de Laval,Saint-Martin,Conseiller,Aline Dib,Aline,Dib,F,Mouvement lavallois,a.dib@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/aline-dib-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 577-6088,,,,,,,,,
Conseil municipal de Laval,Saint-Vincent-de-Paul,Conseiller,Paolo Galati,Paolo,Galati,M,Action Laval,p.galati@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/paolo-galati-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 945-7145,,,,,,,,,
Conseil municipal de Laval,Sainte-Dorothée,Conseiller,Ray Khalil,Ray,Khalil,M,Mouvement lavallois,r.khalil@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/ray-khalil-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 825-2493,,,,,,,,,
Conseil municipal de Laval,Sainte-Rose,Conseiller,Virginie Dufour,Virginie,Dufour,F,Mouvement lavallois,v.dufour@laval.ca,http://www.laval.ca/PublishingImages/Pages/Fr/Administration/comite-executif-conseil-municipal-et-deputes-lavallois/virginie-dufour-89x119.jpg,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 712-5261,,,,,,,,,
Conseil municipal de Laval,Souvenir-Labelle,Conseiller,Sandra El-Helou,Sandra,El-Helou,F,Mouvement lavallois,s.el-helou@laval.ca,,,,,,,,,legislature,"1, place du Souvenir
C.P. 422, succursale Saint-Martin
Laval QC  H7V 3Z4",1 514 702-2225,,,,,,,,,
